case_id,case_kind,expected_type,a,b,provenance
random_09198,random,,8172,4810,random_seed_20260220
random_09199,random,,-6052,287,random_seed_20260220
random_09200,random,,5873,-6863,random_seed_20260220
random_09201,random,,-682,4987,random_seed_20260220
random_09202,random,,-3973,-1127,random_seed_20260220
random_09203,random,,-6596,2584,random_seed_20260220
random_09204,random,,-3551,1904,random_seed_20260220
random_09205,random,,5172,-4097,random_seed_20260220
random_09206,random,,982,7000,random_seed_20260220
random_09207,random,,-193,-3747,random_seed_20260220
random_09208,random,,9701,5425,random_seed_20260220
random_09209,random,,-2135,-7122,random_seed_20260220
random_09210,random,,5240,1936,random_seed_20260220
random_09211,random,,3828,5745,random_seed_20260220
random_09212,random,,6964,9388,random_seed_20260220
random_09213,random,,4174,6619,random_seed_20260220
random_09214,random,,4007,-7497,random_seed_20260220
random_09215,random,,-9605,9192,random_seed_20260220
random_09216,random,,-707,1330,random_seed_20260220
random_09217,random,,-3807,-3114,random_seed_20260220
random_09218,random,,5413,1571,random_seed_20260220
random_09219,random,,7414,7232,random_seed_20260220
random_09220,random,,-8898,3442,random_seed_20260220
random_09221,random,,5107,-2363,random_seed_20260220
random_09222,random,,1584,4621,random_seed_20260220
random_09223,random,,-4245,-2951,random_seed_20260220
random_09224,random,,-9768,-4552,random_seed_20260220
random_09225,random,,2480,3355,random_seed_20260220
random_09226,random,,-5968,-6575,random_seed_20260220
random_09227,random,,9404,1479,random_seed_20260220
random_09228,random,,-2472,8435,random_seed_20260220
random_09229,random,,9423,7856,random_seed_20260220
random_09230,random,,1355,-1298,random_seed_20260220
random_09231,random,,6317,-5524,random_seed_20260220
random_09232,random,,-2773,-9296,random_seed_20260220
random_09233,random,,9462,-1041,random_seed_20260220
random_09234,random,,-4315,-6180,random_seed_20260220
random_09235,random,,6680,-5107,random_seed_20260220
random_09236,random,,-2156,1367,random_seed_20260220
random_09237,random,,-7167,-8778,random_seed_20260220
random_09238,random,,3355,9379,random_seed_20260220
random_09239,random,,5602,4677,random_seed_20260220
random_09240,random,,-8882,-2372,random_seed_20260220
random_09241,random,,-2751,-2206,random_seed_20260220
random_09242,random,,623,-1310,random_seed_20260220
random_09243,random,,9527,1208,random_seed_20260220
random_09244,random,,6923,-4780,random_seed_20260220
random_09245,random,,-7160,1629,random_seed_20260220
random_09246,random,,-8420,852,random_seed_20260220
random_09247,random,,-4693,-6884,random_seed_20260220
random_09248,random,,555,-3182,random_seed_20260220
random_09249,random,,8236,1448,random_seed_20260220
random_09250,random,,-337,4694,random_seed_20260220
random_09251,random,,-6356,-9701,random_seed_20260220
random_09252,random,,-4053,4806,random_seed_20260220
random_09253,random,,7821,-5434,random_seed_20260220
random_09254,random,,9983,-6517,random_seed_20260220
random_09255,random,,-2599,-1923,random_seed_20260220
random_09256,random,,4883,-5901,random_seed_20260220
random_09257,random,,9693,6366,random_seed_20260220
random_09258,random,,4617,9292,random_seed_20260220
random_09259,random,,1606,-1869,random_seed_20260220
random_09260,random,,-3334,1543,random_seed_20260220
random_09261,random,,-416,2983,random_seed_20260220
random_09262,random,,2026,4653,random_seed_20260220
random_09263,random,,-9015,-602,random_seed_20260220
random_09264,random,,178,-6752,random_seed_20260220
random_09265,random,,9256,5547,random_seed_20260220
random_09266,random,,-1269,-4147,random_seed_20260220
random_09267,random,,6507,2279,random_seed_20260220
random_09268,random,,-6586,-5811,random_seed_20260220
random_09269,random,,683,-2864,random_seed_20260220
random_09270,random,,-5642,-3901,random_seed_20260220
random_09271,random,,8936,5650,random_seed_20260220
random_09272,random,,6939,2485,random_seed_20260220
random_09273,random,,6955,2364,random_seed_20260220
random_09274,random,,-8806,-8050,random_seed_20260220
random_09275,random,,-1961,-154,random_seed_20260220
random_09276,random,,9678,-7125,random_seed_20260220
random_09277,random,,8540,-7881,random_seed_20260220
random_09278,random,,3652,7246,random_seed_20260220
random_09279,random,,2357,720,random_seed_20260220
random_09280,random,,8805,9741,random_seed_20260220
random_09281,random,,4774,-3066,random_seed_20260220
random_09282,random,,3693,-7973,random_seed_20260220
random_09283,random,,-9844,-7813,random_seed_20260220
random_09284,random,,-8538,8649,random_seed_20260220
random_09285,random,,2586,-7221,random_seed_20260220
random_09286,random,,9095,5103,random_seed_20260220
random_09287,random,,5295,9732,random_seed_20260220
random_09288,random,,-5238,3384,random_seed_20260220
random_09289,random,,5129,2095,random_seed_20260220
random_09290,random,,-9715,1803,random_seed_20260220
random_09291,random,,-6670,2740,random_seed_20260220
random_09292,random,,4154,-9624,random_seed_20260220
random_09293,random,,-6037,7856,random_seed_20260220
random_09294,random,,-9300,9682,random_seed_20260220
random_09295,random,,1702,2355,random_seed_20260220
random_09296,random,,7348,-6145,random_seed_20260220
random_09297,random,,-7405,4988,random_seed_20260220
random_09298,random,,8303,-5555,random_seed_20260220
random_09299,random,,6917,-3357,random_seed_20260220
random_09300,random,,210,-4590,random_seed_20260220
random_09301,random,,2346,2999,random_seed_20260220
random_09302,random,,-4179,-8990,random_seed_20260220
random_09303,random,,8988,-407,random_seed_20260220
random_09304,random,,-6616,9816,random_seed_20260220
random_09305,random,,4040,-1710,random_seed_20260220
random_09306,random,,4460,-3272,random_seed_20260220
random_09307,random,,-3000,5380,random_seed_20260220
random_09308,random,,-6633,-1497,random_seed_20260220
random_09309,random,,4360,1946,random_seed_20260220
random_09310,random,,-3746,-7361,random_seed_20260220
random_09311,random,,-9843,8815,random_seed_20260220
random_09312,random,,5148,-970,random_seed_20260220
random_09313,random,,440,-1918,random_seed_20260220
random_09314,random,,-7173,-2240,random_seed_20260220
random_09315,random,,865,-7524,random_seed_20260220
random_09316,random,,-8043,6826,random_seed_20260220
random_09317,random,,1227,6827,random_seed_20260220
random_09318,random,,-9522,-9467,random_seed_20260220
random_09319,random,,9971,7181,random_seed_20260220
random_09320,random,,-6047,947,random_seed_20260220
random_09321,random,,2351,9750,random_seed_20260220
random_09322,random,,6103,7998,random_seed_20260220
random_09323,random,,-8826,7156,random_seed_20260220
random_09324,random,,1702,3642,random_seed_20260220
random_09325,random,,-4286,-45,random_seed_20260220
random_09326,random,,5504,-2582,random_seed_20260220
random_09327,random,,-1318,7500,random_seed_20260220
random_09328,random,,-4143,-9572,random_seed_20260220
random_09329,random,,-3351,8137,random_seed_20260220
random_09330,random,,-5262,-3922,random_seed_20260220
random_09331,random,,330,8858,random_seed_20260220
random_09332,random,,-6833,-342,random_seed_20260220
random_09333,random,,-7432,-1086,random_seed_20260220
random_09334,random,,395,2142,random_seed_20260220
random_09335,random,,-610,-1344,random_seed_20260220
random_09336,random,,-6312,-8894,random_seed_20260220
random_09337,random,,4455,-8843,random_seed_20260220
random_09338,random,,-2262,5055,random_seed_20260220
random_09339,random,,6250,618,random_seed_20260220
random_09340,random,,3495,2417,random_seed_20260220
random_09341,random,,791,-9052,random_seed_20260220
random_09342,random,,5570,-6063,random_seed_20260220
random_09343,random,,4583,2509,random_seed_20260220
random_09344,random,,9993,8723,random_seed_20260220
random_09345,random,,-4259,-1482,random_seed_20260220
random_09346,random,,1669,8625,random_seed_20260220
random_09347,random,,8409,-4565,random_seed_20260220
random_09348,random,,2943,5305,random_seed_20260220
random_09349,random,,-5643,2072,random_seed_20260220
random_09350,random,,8817,1091,random_seed_20260220
random_09351,random,,2444,-7128,random_seed_20260220
random_09352,random,,-7043,-8573,random_seed_20260220
random_09353,random,,601,-8418,random_seed_20260220
random_09354,random,,9551,-1394,random_seed_20260220
random_09355,random,,9836,-7033,random_seed_20260220
random_09356,random,,224,-6530,random_seed_20260220
random_09357,random,,-1804,-9705,random_seed_20260220
random_09358,random,,6942,5857,random_seed_20260220
random_09359,random,,2253,4362,random_seed_20260220
random_09360,random,,3268,2996,random_seed_20260220
random_09361,random,,-2307,-375,random_seed_20260220
random_09362,random,,9245,-7972,random_seed_20260220
random_09363,random,,-6430,6079,random_seed_20260220
random_09364,random,,-4218,5363,random_seed_20260220
random_09365,random,,3768,-4959,random_seed_20260220
random_09366,random,,-2773,7499,random_seed_20260220
random_09367,random,,6076,725,random_seed_20260220
random_09368,random,,-8743,-4346,random_seed_20260220
random_09369,random,,-8550,-75,random_seed_20260220
random_09370,random,,-2172,5217,random_seed_20260220
random_09371,random,,7413,2557,random_seed_20260220
random_09372,random,,-952,-4750,random_seed_20260220
random_09373,random,,-8335,-565,random_seed_20260220
random_09374,random,,5660,-6085,random_seed_20260220
random_09375,random,,6142,8316,random_seed_20260220
random_09376,random,,7308,-2770,random_seed_20260220
random_09377,random,,1944,6462,random_seed_20260220
random_09378,random,,-5654,8020,random_seed_20260220
random_09379,random,,-9251,-10,random_seed_20260220
random_09380,random,,5377,-912,random_seed_20260220
random_09381,random,,5563,5794,random_seed_20260220
random_09382,random,,-6317,-7885,random_seed_20260220
random_09383,random,,-3561,4564,random_seed_20260220
random_09384,random,,274,-9679,random_seed_20260220
random_09385,random,,3647,4087,random_seed_20260220
random_09386,random,,-5963,6233,random_seed_20260220
random_09387,random,,-7182,4103,random_seed_20260220
random_09388,random,,3055,1375,random_seed_20260220
random_09389,random,,-8567,-2264,random_seed_20260220
random_09390,random,,3931,8011,random_seed_20260220
random_09391,random,,-944,7076,random_seed_20260220
random_09392,random,,-4498,-5903,random_seed_20260220
random_09393,random,,-2756,5848,random_seed_20260220
random_09394,random,,5427,7972,random_seed_20260220
random_09395,random,,-6751,-7546,random_seed_20260220
random_09396,random,,6036,-3105,random_seed_20260220
random_09397,random,,-216,-1195,random_seed_20260220
random_09398,random,,-2543,-2308,random_seed_20260220
random_09399,random,,-4160,8762,random_seed_20260220
random_09400,random,,-9573,7912,random_seed_20260220
random_09401,random,,8615,-1409,random_seed_20260220
random_09402,random,,-4767,6288,random_seed_20260220
random_09403,random,,-1940,6004,random_seed_20260220
random_09404,random,,2970,3557,random_seed_20260220
random_09405,random,,533,3389,random_seed_20260220
random_09406,random,,2866,-5430,random_seed_20260220
random_09407,random,,-7767,9029,random_seed_20260220
random_09408,random,,-4783,1146,random_seed_20260220
random_09409,random,,-3967,9980,random_seed_20260220
random_09410,random,,-3884,7268,random_seed_20260220
random_09411,random,,7692,-5630,random_seed_20260220
random_09412,random,,-1701,6839,random_seed_20260220
random_09413,random,,-4731,5589,random_seed_20260220
random_09414,random,,914,-367,random_seed_20260220
random_09415,random,,4873,6018,random_seed_20260220
random_09416,random,,-2356,-7076,random_seed_20260220
random_09417,random,,1776,-3486,random_seed_20260220
random_09418,random,,-7330,-8757,random_seed_20260220
random_09419,random,,-7275,-4281,random_seed_20260220
random_09420,random,,3845,4692,random_seed_20260220
random_09421,random,,-8942,1166,random_seed_20260220
random_09422,random,,-512,5799,random_seed_20260220
random_09423,random,,-8194,-7762,random_seed_20260220
random_09424,random,,8219,7244,random_seed_20260220
random_09425,random,,4894,-3107,random_seed_20260220
random_09426,random,,-2246,-7991,random_seed_20260220
random_09427,random,,664,-8086,random_seed_20260220
random_09428,random,,-6434,7675,random_seed_20260220
random_09429,random,,4920,7222,random_seed_20260220
random_09430,random,,-3028,-7634,random_seed_20260220
random_09431,random,,-271,5261,random_seed_20260220
random_09432,random,,-505,-8111,random_seed_20260220
random_09433,random,,9365,-7291,random_seed_20260220
random_09434,random,,2345,-2005,random_seed_20260220
random_09435,random,,-9298,-7927,random_seed_20260220
random_09436,random,,5078,-6823,random_seed_20260220
random_09437,random,,280,9856,random_seed_20260220
random_09438,random,,4758,-3808,random_seed_20260220
random_09439,random,,1963,-6503,random_seed_20260220
random_09440,random,,8458,-3461,random_seed_20260220
random_09441,random,,8634,4409,random_seed_20260220
random_09442,random,,-7840,709,random_seed_20260220
random_09443,random,,7448,5531,random_seed_20260220
random_09444,random,,5771,-1486,random_seed_20260220
random_09445,random,,646,-6063,random_seed_20260220
random_09446,random,,2911,2468,random_seed_20260220
random_09447,random,,-8059,-7602,random_seed_20260220
random_09448,random,,-9252,-4499,random_seed_20260220
random_09449,random,,-2940,-7991,random_seed_20260220
random_09450,random,,-6447,-5641,random_seed_20260220
random_09451,random,,-7122,-6157,random_seed_20260220
random_09452,random,,-6175,-5129,random_seed_20260220
random_09453,random,,3625,1720,random_seed_20260220
random_09454,random,,-9175,-1607,random_seed_20260220
random_09455,random,,4043,-5178,random_seed_20260220
random_09456,random,,-783,-8557,random_seed_20260220
random_09457,random,,-5833,1242,random_seed_20260220
random_09458,random,,-226,-3093,random_seed_20260220
random_09459,random,,-130,-553,random_seed_20260220
random_09460,random,,-8197,3433,random_seed_20260220
random_09461,random,,-8344,9565,random_seed_20260220
random_09462,random,,7575,-9177,random_seed_20260220
random_09463,random,,8112,2409,random_seed_20260220
